2007,IL,136445,161310,2112805
2007,IN,62334,80850,1046764
2007,IA,36089,36040,485115
2007,KS,35359,34572,468295
2007,KY,43536,49723,666225
2007,LA,48610,51355,681038
2007,ME,16558,15334,196245
2007,MD,59320,65088,845700
2007,MA,70719,73318,962958
2007,MI,96204,126608,1692739
2007,MN,52975,63189,837578
2007,MS,33560,37948,494122
2007,MO,68430,68636,917188
2007,MT,10519,11180,142823
2007,NE,21930,21047,291244
2007,NV,23423,34121,429362
2007,NH,15484,16218,200772
2007,NJ,111500,100884,1382348
2007,NM,22300,25063,329040
2007,NY,211854,205135,2765435
2007,NC,106562,114543,1489492
2007,ND,8068,7472,95059
2007,OH,109766,139939,1827184
2007,OK,46709,45831,642065
2007,OR,30013,43018,565586
2007,PA,135234,143406,1801971
2007,RI,11271,12098,147629
2007,SC,47368,54067,712317
2007,SD,9416,9248,121606
2007,TN,64659,70745,964259
2007,TX,321929,332671,4674832
2007,UT,24336,41114,576244
2007,VT,8749,7039,94038
2007,VA,71861,93896,1230857
2007,WA,53960,78219,1030247
2007,WV,20306,21330,282535
2007,WI,58914,64135,874633
2007,WY,6915,6711,86422
2006,AK,  7903,   10155,  132608
2006,AZ, 52625,   80769, 1068249
2006,AR, 35089,   36026,  476409
2006,CA,307366,  491871, 6406750
2006,CO, 46973,   59497,  794026
2006,CT, 39115,   44609,  575100
2006,DE,  8038,   10262,  122254
2006,DC,  5383,    4826,   72850
2006,FL,162851,  207213, 2671513
2006,GA,113597,  126903, 1629157
2006,HI, 11271,   13512,  180728
2006,ID, 14770,   20540,  267380
2006,IL,140988,  159038, 2118276
2006,IN, 61346,   82067, 1045940
2006,IA, 35653,   37031,  483122
2006,KS, 35297,   34810,  469506
2006,KY, 43371,   50323,  683152
2006,LA, 45951,   50694,  675851
2006,ME, 16826,   15782,  193986
2006,MD, 58443,   66332,  851640
2006,MA, 73157,   74381,  968661
2006,MI, 98037,  130582, 1722656
2006,MN, 51880,   64619,  840565
2006,MS, 32351,   38819,  495026
2006,MO, 67521,   72023,  920353
2006,MT, 10398,   11387,  144418
2006,NE, 21459,   21622,  287580
2006,NV, 22908,   33586,  424766
2006,NH, 15515,   16431,  203572
2006,NJ,112301,  102827, 1388850
2006,NM, 22016,   25563,  328220
2006,NY,218879,  210851, 2809649
2006,NC,112304,  110965, 1444481
2006,ND,  8007,    7874,   96670
2006,OH,110459,  144312, 1836722
2006,OK, 42206,   46050,  639391
2006,OR, 29940,   43312,  562574
2006,PA,123114,  146393, 1871060
2006,RI, 11381,   12194,  151612
2006,SC, 49284,   55222,  708021
2006,SD,  9070,    9510,  121158
2006,TN, 62176,   72892,  978368
2006,TX,311649,  338449, 4599509
2006,UT, 23640,   37743,  523386
2006,VT,  8859,    7186,   95399
2006,VA, 79688,   95083, 1220440
2006,WA, 53743,   80022, 1026774
2006,WV, 19633,   21541,  281939
2006,WI, 59089,   65606,  876700
2006,WY,  6737,    6697,   85193
2005,AK,  7912,   10793,  133288
2005,AZ, 51376,   80683, 1094454
2005,AR, 32997,   37279,  474206
2005,CA,309222,  489560, 6437202
2005,CO, 45841,   59929,  779826
2005,CT, 39687,   44680,  575059
2005,DE,  7998,   10492,  120937
2005,DC,  5481,    5196,   76876
2005,FL,158962,  208413, 2675024
2005,GA,108535,  123678, 1598461
2005,HI, 11226,   13696,  182818
2005,ID, 14521,   20674,  261982
2005,IL,133857,  160911, 2111706
2005,IN, 60592,   82021, 1035074
2005,IA, 35181,   38145,  483482
2005,KS, 33608,   35772,  467525
2005,KY, 42413,   50701,  679878
2005,LA, 44660,   53832,  654526
2005,ME, 16684,   16692,  195498
2005,MD, 56685,   68400,  860020
2005,MA, 73596,   76223,  971909
2005,MI, 98069,  134113, 1742282
2005,MN, 51107,   65416,  839243
2005,MS, 31433,   38907,  494954
2005,MO, 67076,   74436,  917705
2005,MT, 10369,   12050,  145416
2005,NE, 21359,   21998,  286646
2005,NV, 21744,   33502,  412395
2005,NH, 15536,   17038,  205767
2005,NJ,112673,  103587, 1395602
2005,NM, 22021,   25987,  326758
2005,NY,218989,  216226, 2815581
2005,NC, 95664,  111894, 1416436
2005,ND,  8003,    7993,   98283
2005,OH,117982,  144869, 1839683
2005,OK, 41833,   47812,  634739
2005,OR, 28346,   44046,  552194
2005,PA,122397,  148957, 1830684
2005,RI, 14180,   12470,  153422
2005,SC, 48212,   55701,  701544
2005,SD,  9129,    9576,  122012
2005,TN, 59596,   72949,  953928
2005,TX,302425,  335824, 4525394
2005,UT, 22993,   38463,  508430
2005,VT,  8851,    7559,   96638
2005,VA,103944,   95716, 1213616
2005,WA, 53508,   81440, 1031985
2005,WV, 19940,   22147,  280866
2005,WI, 60127,   66985,  875174
2005,WY,  6706,    6819,   84409
2004,AK,  7756,   10857,  132970
2004,AZ, 48935,   78595, 1043298
2004,AR, 31234,   37369,  463115
2004,CA,305969,  498806, 6441557
2004,CO, 45165,   59397,  765976
2004,CT, 38808,   45072,  577390
2004,DE,  7856,   10494,  119091
2004,DC,  5387,    5189,   76714
2004,FL,154864,  209559, 2639336
2004,GA,104987,  122432, 1553437
2004,HI, 11146,   14422,  183185
2004,ID, 14269,   20299,  256084
2004,IL,131047,  162192, 2097503
2004,IN, 60563,   82728, 1021348
2004,IA, 34697,   38097,  478319
2004,KS, 32932,   35915,  469136
2004,KY, 41463,   51172,  674796
2004,LA, 49192,   60194,  724281
2004,ME, 16656,   16850,  198820
2004,MD, 55101,   69567,  865561
2004,MA, 73399,   76831,  975574
2004,MI,100638,  137898, 1751290
2004,MN, 52152,   66016,  838503
2004,MS, 31321,   39115,  495376
2004,MO, 65847,   73619,  905449
